label,text
0,yeah right bring tape measure fri
0,mm umma ask vava also come tell play later together
1,new message call
0,well good morning mr hows london treatin ya treacle
0,increase chance winning
0,quite lor dun tell wait get complacent
0,yo come carlos soon
0,another month need chocolate weed alcohol
1,interflora it late order interflora flower christmas call place order midnight tomorrow
0,k fyi back parent place south tampa might need deal somewhere else
0,party alex nichols
1,free entry £ weekly competition text word win c www txttowin co uk
0,keep seeing weird shit bein woah realising actually reasonable oh
0,k actually guy meet sunoco howard right way
0,haha yeah oz kind shitload
0,ok ok guess
1,urgent last weekend draw show £ cash spanish holiday call claim c rstm sw s ppm
0,dude sux snake got old raiden got buff
0,dare change ring
0,alright babe justthought id sayhey u doin nearly endof wk offdam nevamind hook sn uwant lovejen x
0,well glad find totally disagreeable lol
0,never try alone take weight tear come ur heart fall ur eye always remember stupid friend share bslvyl
0,ur paper e morn aft tmr
0,tel software name
0,weekend fine excuse much decorating
0,thank god bed
0,haiyoh maybe hamster jealous million
0,world suffers lot violence bad people silence good people gud night
0,say good sign well know track record reading woman
0,ya tel wats ur problem
0,everybody fun evening miss
0,yo carlos friend already asking working weekend
0,hi darlin finish u pick meet text back number luv kate xxx
0,bloody hell cant believe forgot surname mr ill give u clue spanish begin
0,yup msg tat yijue tot group mate co meeting today mah askin ü leaving earlier wat mah co mayb ü haf walk v far
0,hi asked waheeda fathima leave
0,rat hey u ever vote next theme
0,pls dont play others life
0,realise busy guy trying bother get exam outta way try car gr day
0,howz pain come today said ystrday ice medicine
0,hide anythiing keeping distance
0,finish liao u
0,nimbomsons yep phone know one obviously co thats real word
1,please call customer service representative freephone pm guaranteed £ cash £ prize
0,arun u transfr amt
0,home
0,awake oh
0,oh thanks lot already bought egg
0,right meanwhile project twin comin
0,talk atleast day otherwise miss best friend world shakespeare shesil lt gt
0,see prolly yeah
0,hmmm thought said hour slave late punish
0,finished class
0,fuck babe miss already know let send money towards net need want crave
0,please text anymore nothing else say
0,yes know cheesy song frosty snowman
0,yeah pretty much best case scenario
1,hi customer loyalty offer new nokia mobile £ txtauction txt word start get ctxt tc p mtmsg
0,reading text sent meant joke read light
0,case guess see campus lodge
0,glad went well come plenty time claire go work
1,lottery claim money
0,sorry free
0,wait lt gt min
1,private account statement show un redeemed point call identifier code xx expires
0,cause freaky lol
0,sir waiting call free please call
1,flirting txt girl bloke ur name age eg girl zoe join get chatting
0,good morning princess great day
0,thinking u x
0,ard like dat lor
0,aiyar hard type u later free tell call n scold n tell u
0,hmmm imagine come home rub foot make dinner help get ready date sure ready kind life
0,nah perpetual dd
0,hi technical support providing assistance u customer call email
0,hi darlin kate u doin somethin tonight im going pub called swan something parent one drink phone u
0,u sending home first ok lor ready yet
0,got call landline number asked come anna nagar go afternoon
0,probably eat today think gonna pop weekend u miss
1,limited time offer free membership upgrade
0,life style garment account please
1,lost £ help
0,want lt gt r da
0,meh thgt clash really ah dun mind dun seen lost weight gee
0,sad puppy noise
0,feel nauseous pissed eat sweet week cause today planning pig dieting week hungry
1,guaranteed £ award even £ cashto claim ur award call free stop getstop php rg jx
0,true passable get high score apply phd get year salary make life easier
0,u ever get song stuck head reason go away til u listen like time
0,life nothing wen v get everything life everything wen v miss something real value people wil realized absence gud mrng
0,well uv cause mutation sunscreen like essential thesedays
0,hey booked kb sat already lesson going ah keep sat night free need meet confirm lodging
0,em olowoyey usc edu great time argentina sad secretary everything blessing
0,taking derek amp taylor walmart back time done leave mouse desk text priscilla ready
0,haha better late ever way could swing
0,sense foot penis
1,free st week entry textpod chance win gb ipod £ cash every wk txt pod t c www textpod net custcare
0,happy birthday dear lot love rakhesh nri
0,midnight earliest
0,thinking going reg pract lesson flung advance haha wat time u going
0,dear denying word please
0,say happen
0,find sent offline message know anjola
0,u sick still go shopping
0,ok another number
1,summer finally fancy chat flirt sexy single yr area get matched reply summer free join optout txt stop help
0,im realy soz imat mum nite moro
0,want send something sell fast lt gt k easy money
0,pls need dat slowly vomit
0,look like u wil b getting headstart im leaving bout ish u r desperate company could head earlier goin meet rummer
0,aight close still around alex place
0,trying figure suppose see couple different people week said get together set date
0,two letter copy co one message speak soon
0,rather prominent bite mark right cheek
0,madam regret disturbance might receive reference check dlf premarica kindly informed rgds rakhesh kerala
0,ur pin
0,pls tell nelson bb longer comin money expecting aint coming
0,forget though love walk beside watching keeping heart warm
0,tonight yeah
0,say quitting least time day wudn take much notice nah mind gonna see want come taunton tonight u tell
0,think one saying clearly ok leave need ask go come
0,noe ü specify da domain nusstu ü still sch
0,went ur hon lab one
0,thankyou much call appreciate care
0,hi neva worry bout da truth coz truth lead ur heart its least unique person like u deserve sleep tight morning
0,fps
0,perhaps much easy give account identification tomorrow uni
0,k wait chikku il send aftr lt gt min
0,happy new year u
0,nothing lor bit bored dun u go home early sleep today
0,today iz yellow rose day u love frndship give misscall amp send ur frndz amp see many miss call u get u get missed u marry ur lover
0,supposed meet discus abt trip thought xuhui told afternoon thought go lesson
0,wow healthy old airport rd lor cant thk anything else b bathing dog later
0,ok knackered came home went sleep good full time work lark
0,sometimes put wall around heart safe getting hurt find care enough break wall amp get closer goodnoon
0,hi hope ur day good back walk table booked half eight let know ur coming
0,wake gt
0,working eye philosophy text u later bit free chat
0,congrats treat pending mail day mail thru respect mother home check mail
0,kallis ready bat nd inning
1,tell u call claim £ prize u enter ur mobile personal detail prompt careful
0,dont know exactly could ask chechi
0,worse us half way stop better complete
1,themob hit link get premium pink panther game new sugababes crazy zebra animation badass hoody wallpaper free
1,mobile mths update free orange latest colour camera mobile unlimited weekend call call mobile upd freefone stoptx
0,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore
0,freezing home yet remember kiss mom morning love think missing yet
0,dear free message without recharge hi hi hi
0,house water dock boat rolled newscaster dabbles jazz flute behind wheel
0,dint come u
0,still working time also tried adding zero saving checking lt gt
0,x course yr message messenger lik r sending
0,lasting much hour might get lucky
0,hai dear friend new amp present number rajitha raj ranju
0,hello r u im bored inever thought id get bored tv tell something exciting happened anything
1,congratulation thanks good friend u £ xmas prize claim easy call p per minute bt national rate
0,glad following dream
0,yeh def something sat got payed day havbeen given a£ pay rise work havebeen made preschoolco ordinator feelingood luv
0,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaid friend u
0,haha figure well found piece priscilla bowl
0,honey boo missing u
0,much cost approx per month
0,think go honesty road call bank tomorrow tough decision make u great people
0,waiting tv show start lor u leh still busy ur report
0,gud ni dear slp well take care swt dream muah
0,ay wana meet sat ü wkg sat
1,want explicit sex sec ring cost p min gsex pobox wc n xx
0,guessin gonna
0,life mean lot love life love people life world call friend call world ge
0,know mallika sherawat yesterday find lt url gt
0,happen
0,mom want know
1,smsservices yourinclusive text credit pls goto www comuk net login qxj unsubscribe stop extra charge help comuk cm ae
0,dont pick call something important tell hrishi
0,pain come worse time
0,haf combine n c lor
0,ok shall talk
0,hi probably much fun get message thought id txt u co im bored james farting night
0,waiting e car dat bored wat co wait outside got nothing home stuff watch tv wat
0,horrible u eat mac eat u forgot abt already rite u take long reply thk toot b b prepared wat shall eat
0,im done studyn library
0,already squatting new way walking
0,completed degree use joining finance
0,text carlos let know hang
0,dear reach
0,cant wait see photo useful
1,lastest stereophonics marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap
0,hey go jazz power yoga hip hop kb yogasana
0,oic better quickly go bathe n settle
0,nope drivin neva develop da photo lei
0,mm food da
0,started searching get job day great potential talent
0,hi home calicut
0,womdarfull actor
0,work please call
1,shop till u drop either k k £ cash £ travel voucher call ntt po box cr bt fixedline cost ppm mobile vary
0,gettin bit arty collage mo well tryin ne way got roast min lovely shall enjoy
0,training tomorrow
1,unique user id removal send stop customer service
0,u havent lost ill always b u didnt intend hurt u never knew u felt iwas marine thats itried tell urmom careabout u
1,update mths half price orange line rental min call mobileupd call optout j q
0,ü called dad oredi
0,ok give minute think see btw alibi cutting hair whole time
0,ryder unsold gibbs
0,aiya discus later lar pick ü
0,hello good week fancy drink something later
0,oh fine tonight
0,please protect e threat sib never asks sensitive information like password atm sm pin thru email never share password anybody
0,first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention grow random
0,well lot thing happening lindsay new year sigh bar ptbo blue heron something going
0,ah well confuses thing doesnt thought friend maybe wrong thing already sort invited tho may come co money
1,dorothy kiefer com bank granite issue strong buy explosive pick member nasdaq symbol cdgt per
0,yeah lol luckily starring role like
0,lol mad first woke gave
0,effect irritation ignore
0,glad see reply
0,try making another butt
0,slaaaaave must summon time wish come anymore
0,yeah jus rite
0,miss much desparate recorded message left day listen hear sound voice love
0,good weekend
0,come karnan car please wait till pm directly goto doctor
0,feb lt gt love u day send dis ur valued frnds evn come back u gt married person u luv u ignore dis u lose ur luv evr
0,battery low babe
0,many lick take get center tootsie pop
0,abeg make profit start using get sponsor next event
0,mostly like
0,take care financial problem help
0,anything lor coming
1,text meet someone sexy today u find date even flirt u join p reply name age eg sam msg recd thirtyeight penny
0,chile please lt decimal gt hour drive come time subletting feb april audition season
0,k see k
1,bored housewife chat n date bt national rate p min landline
0,tough
0,u repeat e instruction wat e road name ur house
0,actually decided hungry left yet v
0,seen facebook huh lol
0,come life brought sun shiny warming heart putting constant smile face making feel loved cared
1,win winner mr foley ipod exciting prize soon keep eye ur mobile visit www win co uk
0,part initiate understand
0,pls dont restrict eating anythin like next two day
0,tell dear happen talking like alian
0,would really appreciate call need someone talk
0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
0,heart empty without love mind empty without wisdom eye r empty without dream amp life empty without frnds alwys touch good night amp sweet dream
0,minor shindig place later tonight interested
0,waking afternoon sup
0,fwiw reason around time smoke gas afford around someone tell apparently happens somebody want light
0,call time job today ok umma ask speed
0,wishing beautiful day moment revealing even thing keep smiling enjoy
0,ok cool see ya
0,sent score sophas secondary application school think thinking applying research cost also contact joke ogunrinde school one less expensive one
0,turn stereo love mi phone unknown album
0,hello news job making wait fifth week yeah im woozles weasel exeter still home
1,guaranteed latest nokia phone gb ipod mp player £ prize txt word collect tc llc ny usa p mt msgrcvd
1,new textbuddy chat horny guy ur area p free receive search postcode gaytextbuddy com txt one name rpl stop cnl
0,get ready put excellent sub face
0,hamster dead hey tmr meet pm orchard mrt
0,yes chatting
0,er enjoyin indian mo yep sall good hehe hows bout u shexy pete xx
0,ü mean confirmed tot juz say oni ok
0,u call alter ok
0,like
0,yar tot u knew dis would happen long ago already
0,hmmm still dont opener
0,think chennai well settled
0,plz note anyone calling mobile co amp asks u type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn
0,u sleeping going take haha got spy wat online checking n replying mail lor
0,think might give miss teaching til twelve lecture two damn working thing
0,merry christmas babe love ya kiss
0,pick bout ish time going
1,u nokia plus free digital camera u get u win free auction take part send nokia pobox tcr w
0,first answer question
1,urgent week free membership £ prize jackpot txt word claim c www dbuk net lccltd pobox ldnw rw
0,really skateboarding despite fact get thrown wind bandage shit arm every five minute
0,bruce amp fowler mom car park long story
0,texted finished long time ago showered er ything
0,kate jackson rec center ish right
0,cancer mom making big deal regular checkup aka pap smear
1,forwarded hi mailbox messaging sm alert match please call back retrieve message match cc p min
1,freemsg hi baby wow got new cam moby wanna c hot pic fancy chat im w utxt rply chat hlp msg p rcv
0,gettin rdy ship comp
1,double min txts orange price linerental motorola sonyericsson b tooth free nokia free call mobileupd optout hv
0,dude im longer pisces im aquarius
0,sound good keep posted
0,much payed suganya
0,babe lost try rebooting
0,aight head
0,lt gt fast approaching wish u happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy may day happy independence day happy friendship mother father teacher childrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas lt gt good morning afternoon evening night rememberi first wishing u raj
1,sex ur mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabe co uk pic £ wk
1,block breaker come deluxe format new feature great graphic mobile buy £ replying get bbdeluxe take challenge
0,hi birth lb oz mother baby brilliantly
0,every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni
0,tuition hm go one mind
1,congratulation you’ve selected cash prize
0,dunno co v late n reach inside already ate spageddies lor e gal r laughing lor
0,depends u going lor
1,week savamob member offer accessible call detail savamob pobox la wu £ week savamob offer mobile
0,aight sorry take ten year shower plan
1,urgent please call landline £ cash luxury canary island holiday await collection c sae award aq ppm “
1,hi ibh customer loyalty offer new nokia mobile £ txtauction txt word start get
0,future planned tomorrow result today best present enjoy future
0,beautiful truth expression face could seen everyone depression heart could understood loved one gud ni
0,yar say got error
0,thanks honey still heard anything leave bit longer crowd try later great advice thanks hope cardiff still
0,take like noon
0,yup ok thanx
0,much would cost hire hitman
0,many day since
0,gokila talking aha
0,damn poor zac stand chance
0,boy best get yo as quick
0,already one guy loving
0,lei
0,left already orchard
0,christmas occasion celebrated reflection ur value desire affection amp tradition ideal christmas
0,aight call close
0,tell rob mack gf theater
0,sorry pa dont knw ru pa
0,da intro cover energy trend n pro n con brief description nuclear fusion n oso brief history iter n jet got abt n half page
0,sure stomach
0,know old dom told yesterday name roger got touch last night want meet today pm
1,think ur smart win £ week weekly quiz text play c winnersclub po box uz gbp week
0,u wan haf lunch da canteen
0,like dis sweater fr mango size already irritating
0,ask keep one maybe get message sent glo
0,see finish load loan pay
0,hey come online use msn
0,yeah fact asked needed anything like hour ago much
0,mode men left
0,oh grand bit party mention cover charge probably first come first served
0,possible teach
0,promise take good care princess run please send pic get chance ttyl
1,get garden ready summer free selection summer bulb seed worth £ scotsman saturday stop go notxt co uk
0,xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin around silently said intha ponnungale ipaditan
0,oh thats late well good night give u call tomorrow iam going go sleep night night
0,huh cant thk oredi many page
0,well pattern emerging friend telling drive come smoke telling weed fiend make smoke much impede thing see hesitant
0,k roommate also want dubsack another friend may also want plan bringing extra tell know sure
0,mind blastin tsunami occur rajnikant stopped swimming indian ocean
1,urgent mobile number awarded £ bonus caller prize call land line valid hr
0,sorry going home first daddy come fetch ü later
0,erm woodland avenue somewhere get parish magazine telephone number
0,actually first time went bed long spoke woke night
0,mystery solved opened email sent another batch sweetie
0,nt yet chikku simple habba hw abt u
0,sorry da today wont come play driving clas
0,rightio well arent bright early morning
0,whats staff name taking class u
0,desire u going doctor liver get bit stylish get ur hair managed thats
0,lol well without could big sale together
0,ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot
0,seeing
0,u hav frnd name ashwini ur college
1,get lion england tone reply lionm mono lionp poly go www ringtones co uk original n best tone gbp network operator rate apply
0,want please inside outside bedroom
0,u call
1,latest nokia mobile ipod mp player £ proze guaranteed reply win norcorp ltd £ mtmsgrcvd
0,said u mind go bedroom minute ok sed sexy mood came minuts latr wid cake n wife
0,okay soon best
0,hello handsome finding job lazy working towards getting back net mummy boytoy miss
0,nah dub je still buff
0,one best dialogue cute reltnship wen die dont come near body bcoz hand may come wipe ur tear time gud ni
0,ü send content page
0,alrite
0,lol well quality aint bad aint complaining
0,quite late lar ard anyway wun b drivin
0,aiyah sorry lor watch tv watch forgot check phone
0,got tallent wasting
0,home always chat
0,forget tell want need crave love sweet arabian steed mmmmmm yummy
0,check room befor activity
0,people see msg think iam addicted msging wrong bcoz don\ know iam addicted sweet friend bslvyl
0,cool night lemme know around
0,one joy lifeis waking daywith thought somewheresomeone care enough tosend warm morning greeting
0,sorry roommate took forever ok come
1,mobile club choose top quality item mobile cfca
0,hi durban still number
0,nite
0,auntie huai juan never pick phone
1,received mobile content enjoy
0,gotta collect da car lei
0,fetch yun u fetch
0,good afternoon glorious anniversary day sweet j hope find happy content prey think send teasing kiss across sea coaxing image fond souveniers cougar pen
0,hello baby get back mom setting computer filling belly go loverboy miss already sigh
0,hey mate spoke mag people we‘re deliver end month deliver th sept talk later
0,call get chance plz lt
0,okey doke home dressed co laying around ill speak later bout time stuff
0,gram usually run like lt gt half eighth smarter though get almost whole second gram lt gt
0,sea lay rock rock envelope envelope paper paper word
0,sch neva mind u eat st lor
0,sorry got thing may pub later
0,sweet may may go u meet carlos gauge patty interest
1,sm auction brand new nokia auction today auction free join take part txt nokia hg suite land row w j hl
0,bus leaf lt gt
0,long fuckin showr
0,host based idp linux system
0,pocked
1,missed call alert number called left message
0,nope forgot show next week
0,doc prescribed morphine cause pain med enough waiting mom bring med kick fast gonna try later
0,alright head minute text meet
0,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
0,hey want crave miss need love ahmad saeed al hallaq
0,wat u
0,x lt gt going get
0,yeah sure give couple minute track wallet
0,mum repent
0,keeping away like
0,lol always convincing
0,hey whats plan sat
1,u meet ur dream partner soon ur career flyng start find free txt horo followed ur star sign e g horo aries
0,many time lose best one bcoz
0,today system sh get ready well also deep well
0,okay good problem thanx
0,wow think common take back ur freak unless u chop
0,cool come like lt gt ish
1,urgent mobile awarded £ bonus caller prize final attempt contact u call
0,send email mind lt gt time per night
0,surfing online store offer want buy thing
0,anything special
0,project w frens lor
0,coming day class
0,yeah got list u joanna feeling really anti social
0,u talking bout early morning almost noon
0,thts god gift bird human hav natural gift frm god
0,wat time ü wan today
0,going bed prin
0,come ur home
1,reply win £ weekly fifa world cup held send stop end service
0,k text way
0,performance award calculated every two month current one month period
0,might ax well im
0,like italian food
0,go walmart stay
0,greeting consider excused
1,tb persolvo chasing u since sept for£ definitely paying thanks information ignore kath manchester
0,heard abt tat
0,multiply number independently count decimal point division push decimal place like showed
0,actually sleeping still might u call back text gr rock si send u text wen wake
0,still west coast haiz ü take forever come back
0,whatsup dont u want sleep
1,someone u know asked dating service contact cant guess call revealed pobox xy p
1,tddnewsletter emc co uk game thedailydraw dear helen dozen free game great prizeswith
0,k k congratulation
0,hello sort town already dont rush home eating nacho let know eta
0,love u babe r u sure everything alrite idiot txt bak girlie
0,ta job available let know please co really need start working
0,dun cut short leh u dun like ah failed quite sad
0,dip cell dead coming u better respond else shall come back
0,daddy shu shu looking u u wan tell u singapore wat
0,haha hope ü hear receipt sound gd luck
0,really crashed cuddled sofa
0,ask princess
0,today workin free oso gee thgt u workin ur fren shop
0,take major role community outreach rock mel
0,number gonna massive pain as rather get involved possible
0,chennai velachery
0,also piece
0,probably around mu lot
0,want kfc tuesday buy meal gravy mark
0,sent scream moan bed princess
0,cancel cheyyamo get money back
0,pls give food preferably pap slowly load sugar take hour give water slowly
0,okay lor still let u go ah coz know later drop card box right
1,sm auction brand new nokia auction today auction free join take part txt nokia
0,guy asking get slipper gone last year
0,operate lt gt
0,good night dear sleepwell amp take care
0,wont get concentration dear know mind everything
0,uncle boye need movie oh guide plus know torrent particularly legal system slowing gr day plus started co dont meet online honey moon
0,spoon okay
0,okay booked already including one bugis
0,ft good combination
0,oh k come tomorrow
0,finally match heading towards draw prediction
0,reached home n bathe liao u call
1,double min double txt price linerental latest orange bluetooth mobile call mobileupd latest offer call optout lf
0,wait come lt gt min
0,problem baby good time talk called left message
1,hello need posh bird chap user trial prod champneys put need address dob asap ta r
0,gas station go
0,maybe could get book tomo return immediately something
0,anything lor
0,oh ic thought meant mary jane
1,ree entry weekly comp chance win ipod txt pod get entry std txt rate c apply detail
0,say bold torch later one torch bold
0,okay going sleep later
0,okay name ur price long legal wen pick u ave x am xx
0,hmm yeah grooved im looking forward pound special
0,call see facebook huh
0,hope great day
0,picking various point
0,call unable cal let meet bhaskar deep
0,u ned convince tht possible witot hurting feeling main
0,make fuck sake x
0,got look scrumptious daddy want eat night long
0,lol need cash nitros hurry come crash
0,plan staying night prolly back til late
0,yes trust u buy new stuff asap try
0,geeee miss already know think fuck wait till next year together loving kiss
0,al moan n e thin go wrong fault al de argument r fault fed himso bother hav go thanx xx
0,u really pig leh sleep much dad wake smth eat lunch today
0,double eviction week spiral michael good riddance
0,saying explicitly told nora know someone probably gonna bother
0,even friend priest call
0,yar quite clever aft many guess lor got ask bring thk darren willing go aiya thk leona still attach wat
0,awww dat sweet think something nice time tonight ill probably txt u later co im lonely xxx
0,hi princess thank pic pretty
1,lost pound help
0,raviyog peripheral bhayandar east
0,wonder get text
0,watching live
0,latest g still scrounge ammo want give new ak try
0,going sleep tired travel
0,left yet probably gonna til dinner
0,hey babe u doin wot u nite love annie x
0,howz pain hope u r fine
0,enjoy shower possessiveness poured u ur loved one bcoz world lie golden gift loved truly
0,right brah see later
0,hear
0,wa ur openin sentence formal anyway fine juz tt eatin much n puttin weight haha anythin special happened
0,si lor juz watched italian job
0,actually getting ready leave house
0,hey elaine today meeting still
0,lost kilo today
0,yeah probably still gotta check leo
0,yo howz u girl never rang india l
0,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free katexxx
0,please give u connection today lt decimal gt refund bill
1,chance win free bluetooth headset simply reply back adp
0,best watch say cause get drunk motherfucker
0,making dinner
0,going wipro interview today
0,tiwary rcb battle bang kochi
0,nope come online
0,thats cool cum
0,picking various point going yeovil motor project hour u take home max easy
1,guaranteed £ cash £ prize claim yr prize call customer service representative pm
0,class hour sorry
0,hey almost forgot happy b day babe love ya
0,yup thk e shop close lor
0,opening mca
0,er yeah b sorry tell pub cafe sit come wen u
0,aight rush ask jay
0,ducking chinchilla
0,bill letter i’m expecting one orange isn’t bill may still say orange
0,hey sexy bun told adore loverboy hope remember thank sister law meatball grin love babe
0,put stuff road keep getting slippery
0,ill call u mrw ninish address icky american freek wont stop callin bad jen k eh
0,ummma call check life begin qatar pls pray hard
0,send number give reply tomorrow morning said like ok
0,ah poor baby hope urfeeling bettersn luv probthat overdose work hey go careful spk u sn lot lovejen xxx
0,cool lt gt inch long hope like big
0,yes possible dint try pls dont tell one k
0,fair enough anything going
0,wif buying tix lar
0,yup giving problem mayb jus leave
1,important customer service announcement call freephone
0,babe talking think good boy missing love
0,said anything wrong sorry de
0,cooked rather nice salmon la
0,well weather cali great complexity great need car move freely tax outrageous great place sad part missing home
0,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte
0,tall princess
0,nice wait texting right gonna pay ticket ya know
0,telling tell one treat hi hi hi
0,exhausted train morning much wine pie sleep well
0,pick pm go taunton still want come
0,know raping dude poker
0,free call pa
0,oh icic k lor den meet day
0,suck got planned yo valentine yo valentine
0,know week going tirunelvai da
0,awesome deal gate charles told last night uh yeah
0,want bold bb torch
0,smith waste da wanna gayle
0,donno gene something
0,check got detailed message
0,hi missed call mumhas beendropping red wine theplace adress
0,time i‘m prob
1,cmon babe make horny turn txt fantasy babe im hot sticky need reply cost £ cancel send stop
0,hey mr going sea view couple gay mean game give bell ya finish
0,yes fine love safe
0,lol would awesome payback
1,free text message valid december
0,study alone without anyones help cant need study
0,sore throat scratch talk
0,hello wats talk email address
1,phony £ award today voda number ending xxxx selected receive £ award match please call quoting claim code standard rate app
0,shall come get pickle
0,ok let u noe leave house
0,might go sch yar e salon v boring
1,free msg ringtone widelive com index wml id b ecef ff first true jul
1,marvel mobile play official ultimate spider man game £ ur mobile right text spider game send u free ball wallpaper
0,see forwarding message proof
1,ur hmv quiz cash balance currently £ maximize ur cash send hmv p msg
0,tell need investigate anywhere
0,ok k sry knw siva tat askd
0,dont gimme lip caveboy
1,guaranteed £ award even £ cashto claim ur award call free stop getstop php
0,got job wipro get every thing life year
1,sm service inclusive text credit pls gotto www comuk net login qxj unsubscribe stop extra charge help comuk cm ae
0,sorry joined league people dont keep touch mean great deal friend time even great personal cost great week
0,every monday nxt week vl completing
0,work timing
0,sister belongs family hope tomorrow pray fated shoranur train incident let hold hand together amp fuelled love amp concern prior grief amp pain pls join dis chain amp pas stop violence woman
0,havent got da topic yet rite
1,urgent mobile number awarded ukp prize guaranteed call landline claim valid hr ppm
0,swhrt u dey hope ur ok tot u day love n miss take care
0,sarcasm nt scarcasim
0,sian aft meeting supervisor got work liao u working
0,way ur home
0,dude got haircut breezy
0,finally happened aftr decade beer cheaper petrol goverment expects u drink drive
0,u wearing
0,wondarfull song
0,sure check yahoo email sent photo yesterday
0,wow right mean guess gave boston men changed search location nyc something changed cuz signin page still say boston
0,painful word thought happy toughest thing earth toughest acting happy unspoken pain inside
0,mu like lt gt second
0,india going draw series many year south african soil
0,maybe find something else instead
0,well give co said didn‘t one nighters persevered found one cheap apologise advance somewhere sleep isnt
0,noooooooo please last thing need stress life fair
0,take exam march
0,want talk
0,sun ah thk mayb dun anythin thk book e lesson e pilate orchard mrt u noe hor
0,walked hour c u doesnt show care wont u believe im serious
0,make squeezed lt gt buck dad
0,hello beautiful r u ok kinda ad row wiv walked pub wanted night wiv u miss u
0,fujitsu series lifebook good
0,hey cutie go wale kinda ok like hill shit still avent killed
0,way
0,house e sky quite dark liao raining got excuse run already rite hee
0,crazy ar married ü like gd looking guy frens like say korean leona fave dun thk aft thinking mayb prob go
0,sorry da thought calling lot time lil busy call noon
0,busy trying finish new year looking forward finally meeting
0,oops phone died even know yeah like better
0,nope b going sch fri quite early lor co mys si got paper da morn
0,hey want anything buy
0,gonna able late notice home week anyway plan
0,lt gt buck bank fee fixed better call bank find
0,lol yes add spice day
0,treasure every moment spend together
0,hui xin da lib
0,stop old man get build snowman snow angel snowball fight
0,come online today night
0,staff science nu edu sg phyhcmk teaching pc
0,yeah imagine would really gentle unlike doc treat patient like turkey
0,bishan lar nearer need buy early co buy gotta park car
0,awesome see bit
0,one good partnership going take lead
1,santa calling would little one like call santa xmas eve call book time
1,message important information user today lucky day find log onto fantastic surprise awaiting
0,dunno lei like dun haf
0,aight text address
0,i‘m going try month ha ha joking
0,take post come must text happy reading one wiv hello caroline end favourite bless
0,want finally lunch today
0,ok tell stay yeah tough optimistic thing improve month
0,thanx sending home
0,u knw dis lt gt
0,anything
0,time fix spelling sometimes get completely diff word go figure
0,send yetty number pls
0,brother transfered lt gt lt gt pa
0,car hour half going apeshit
0,hi babe u r likely bed im sorry tonight really wanna see u tomorrow call love xxx
0,ü thk wat eat tonight
0,lol ok ill try send warned sprint dead slow prolly get tomorrow
0,none nowhere ikno doesdiscount shitinnit
0,ugh gotta drive back sd la butt sore
0,one slice one breadstick lol
0,princess like make love lt gt time per night hope thats problem
0,wondar full flim
0,haha get used driving usf man know lot stoner
0,eye philosophy
0,might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp worry
0,thought put back box
0,dont much image class
1,well done costa del sol holiday £ await collection call toclaim sae tc pobox stockport sk xh cost£ pm max min
0,yup remb think book
0,sir need axis bank account bank address
0,wait till bus pick
1,free message thanks using auction subscription service p msgrcvd skip auction txt unsubscribe txt stop customercare
0,oh baby house come dont new picture facebook
0,girl stay bed girl need recovery time id rather pas fun cooped bed
0,u wake already wat u u picking u later rite taking sq reaching ard smth like dat u check e arrival time c ya soon
1,freemsg claim ur sm message text ok use web mobile ur mate etc join txt com p wk c box la wu remove txtx stop
0,r u saying order slipper co pay returning
0,huh cant go ur house empty handed right
0,shall start hear
0,surprised still guess right lor
0,welp apparently retired
0,training manual show tech process password reset troubleshooting
0,dear call
0,call plz number show coveragd area urgnt call vasai amp reach clock call plz
0,ok dear call chechi
0,dunno lei neva say
0,min go lunch
1,reply win £ weekly professional sport tiger wood play send stop end service
0,oh asked fun haha take care ü
0,seems unnecessarily affectionate
1,back work morro half term u c nite sexy passion b go back chat luv dena call £ minmobsmorelkpobox hp fl
0,happy new year melody
0,u need presnts always bcz u cant mi love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mn prabha love got dont mi
0,wondering others took
0,dun believe wat
0,let know need anything else salad desert something many beer shall get
0,sorry cant take call right happens r waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance
0,u still going mall
0,oga left phone home saw ur message hope good great weekend
0,sorry meeting call later
0,haha awesome omw back
0,random saw old roomate campus graduated
0,message text missing sender name missing number missing sent date missing missing u lot thats everything missing sent via fullonsms com
0,boo time u get u supposed take shopping today
